103	4835	8	6.8
331	107	61	9.52
146	3146	4	9.12
489	4632	3	19.44
1132	222	4	8.02
111	9178	4	6.92
1410	12	40	20.92
2974	327	3	12.72
301	248	22	60.72
388	4237	3	16.46
1291	370	3	8.69
122	163	78	9.7
182	115	102	14.52
167	11572	3	16.22
12887	118	4	17.06
485	738	3	7.46
2398	254	4	14.8
1096	3068	3	20.8
3094	5490	3	31.83
57	126	133	10.23
16197	2300	3	42.42
103	2110	17	10.71
1107	531	4	16.29
4782	141	3	6.72
128	4134	5	9.03
3637	137	4	9.18
12	4773	12	8.6
7118	13	4	18.22
509	728	3	7.8
543	508	6	20.12
8048	1182	3	29.02
2350	3594	4	37.37
2128	136	6	9.19
1106	138	8	8.3
794	881	3	11.32
13702	109	4	13.16
10728	101	5	6.8
496	10248	5	54.69
111	12310	4	13.77
3613	57	4	7.62
451	3050	3	15.47
356	1588	3	9.67
1980	518	5	30.73
1889	109	15	10.13
1472	1073	4	23.47
390	1033	3	7.86
6105	21	3	7.66
123	3002	6	8.76
812	101	54	14.2
121	1639	9	7.61
13826	225	3	22.85
1306	266	4	10.82
258	3108	3	11.8
107	1357	23	19.14
12145	104	4	10.54
1182	482	3	10.42
133	143	97	45.98
2198	103	15	7.18
470	109	40	9.14
17728	116	3	12.45
2603	2244	3	25.68
144	891	7	7.14
168	102	320	14.76
648	330	6	16.81
116	182	214	248.81
117	549	63	124.98
612	978	3	10.23
293	1510	3	7.93
1281	349	3	8.54
838	8	13	7.1
2948	120	9	15.21
1126	7298	3	27.41
13601	135	3	14.09
17404	106	3	8.65
101	9653	6	8.16
1382	267	3	6.66
498	112	44	32.24
396	1515	3	10.01
117	6462	5	9.71
5510	2246	3	29.32
1542	101	31	9.41
130	11880	3	10.22
7383	101	8	10.88
199	109	120	14.6
116	890	23	18.44
173	3416	4	11.69
919	810	3	11.58
251	1558	3	7.37
112	885	20	8.28
2233	108	13	8.22
1341	2373	5	39.78
15458	106	3	8.65
3499	905	3	20.43
223	164	20	11.37
192	287	10	7.31
5842	105	7	8.12
1450	155	6	10.26
368	8	25	8
3425	125	5	7.25
1480	140	6	6.79
15003	699	3	35.02
493	652	3	7.4
494	1030	3	9.42
9502	105	5	8.41
109	18402	3	9.87
172	1040	7	13.44
644	926	8	43.45
110	17222	3	10.27
142	1545	7	11.81
117	1193	15	9.85
114	3915	7	10
259	1373	7	25.83
2335	120	10	14.18
265	132	33	19.97
293	117	134	268
2690	21	4	6.68
644	143	16	28.3
21	465	18	20.3
1684	16318	3	40.11
116	1784	11	9.55
197	2481	3	7.34
118	2709	13	26.49
119	3088	7	7.53
229	133	43	34.44
101	10897	5	6.8
4133	175	3	8.6
1103	153	7	10.98
591	703	3	8.25
114	5743	5	6.87
116	5495	6	11.09
225	138	29	13.66
251	17	18	13.13
110	1535	15	7.36
195	372	11	14.27
668	102	55	13.98
1178	416	5	20.37
983	112	31	42.11
470	3967	3	17.29
404	132	18	9.8
146	457	13	12.43
107	15245	3	9.24
121	1908	9	10.39
2248	247	3	8.59
1133	233	7	22.19
783	220	6	12.38
3399	1647	4	34.07
3482	137	4	7.22
873	398	3	7.18
1059	800	5	25.79
1503	281	3	7.64
1168	2666	4	29.3
1328	498	4	16.57
186	644	6	6.99
14	368	169	9.99
1106	370	3	7.85
17	1060	6	8.62
2008	102	21	7.21
1084	13	7	10.93
217	4732	8	53.17
649	10183	4	46.65
101	4283	12	7.66
573	989	3	9.99
1469	128	9	9.14
572	2337	3	15.12
891	1130	3	13.5
2316	121	8	10.94
1263	133	8	8.69
188	3048	3	7.83
17088	137	3	18.78
130	605	15	8.71
112	9990	4	8.38
180	654	13	31.36
715	104	49	32.71
622	1253	4	18.7
4290	167	3	9.26
301	490	5	8.37
4024	57	4	7.62
108	9796	5	10.66
113	8704	4	6.79
151	4388	3	7.53
13943	102	4	7.24
121	4486	6	12.21
6519	145	4	15.62
105	18212	3	7.92
176	844	23	89.8
179	193	21	10.88
686	377	5	13.58
1229	12	40	11.5
8	145	112	17.37
16	526	24	13.18
301	1969	4	14.97
1797	133	6	7.09
4739	114	8	16.64
152	2151	4	6.81
1087	600	3	11.1
382	2373	4	19.27
2901	119	8	9.86
2452	343	3	11.65
105	6589	7	10.18
3309	5792	3	32.48
10108	18698	3	52.94
244	1550	5	16.11
105	893	35	17.13
101	1384	31	7.12
4398	150	3	7.48
129	180	58	13.35
130	3736	6	12.73
114	13323	3	7.99
214	314	10	11.34
102	794	44	8.08
105	171	225	17.33
477	101	85	8.89
6130	57	3	7.46
8338	125	3	7
927	135	9	7.7
1196	1396	3	15.93
177	110	150	17.05
121	557	27	25.04
2755	2350	4	35.19
150	2245	4	6.7
17082	108	3	9.36
183	3379	4	13.21
1350	295	3	7.48
1412	421	3	11.62
14795	109	4	13.16
2202	236	4	13.97
4912	112	7	12.2
1752	265	3	8.02
225	198	14	12.18
251	123	34	7.62
287	134	29	18.47
5961	189	3	12.65
1045	108	22	6.87
137	4988	4	10.47
774	1604	3	14.72
2751	143	5	11.29
1215	459	4	15.19
14494	102	4	7.24
4993	12	11	7.6
118	6605	5	9.96
462	116	30	8.57
1039	178	5	7.48
101	10670	5	6.8
120	6314	5	11.97
7676	119	4	7.56
296	1336	4	12.07
293	165	14	9.44
155	13221	3	17.3
172	2682	4	10.19
105	15622	3	7.92
524	5744	8	76.02
18949	105	3	7.92
3435	135	4	7.33
406	16	24	6.85
3120	480	20	221.23
472	329	5	9.14
2095	105	16	9.48
162	5031	3	9.4
109	645	43	32.25
642	113	25	7.73
1658	468	4	18.02
140	407	17	13.25
1177	337	3	7.66
3382	126	6	10.49
223	116	64	9.46
4178	133	4	8.08
289	160	15	10.17
376	1556	3	10.1
1426	299	3	7.71
1937	125	7	6.96
1900	2228	3	22.51
5451	110	7	11.14
5843	5378	4	51.5
113	835	23	12.95
189	168	24	11.83
108	1434	21	13.91
114	17903	3	12.21
2777	117	8	8.46
5715	140	3	7.14
286	345	15	42.39
4100	605	3	19.03
3653	101	16	15.57
14018	106	4	11.53
495	528	4	9.55
264	6089	3	16.23
127	8268	3	7.34
12	9618	6	7.01
1762	114	19	32.33
114	184	95	13.22
295	321	15	41.54
772	123	14	8.79
141	3405	4	8.25
108	17467	3	9.36
168	178	25	10.57
2239	1613	3	20.94
142	5177	3	7.36
120	7730	4	8.54
2438	225	6	27.04
877	129	12	10.54
699	693	3	9.28
1118	105	25	7.21
112	103	1530	157.05
4403	109	7	7.66
138	2083	6	9.06
9	9054	5	20.35
1965	114	10	6.65
1587	2157	3	20.88
1903	162	4	7.41
9961	110	4	6.85
1552	111	14	6.65
2542	153	5	12.13
176	2140	4	8.47
177	170	28	16.4
8	867	14	12.22
9	106	691	48.97
210	150	31	26
1640	1062	3	16.27
10532	10531	5	96.99
515	144	11	9.66
8	4307	5	8.53
391	213	11	19.09
426	1123	3	8.8
123	8118	3	6.86
105	111	1531	10.65
1684	229	7	27.07
663	227	5	8.58
132	1433	11	18.79
307	1145	3	6.82
13	13835	3	17.37
234	11304	3	20.44
2005	359	3	10.96
2104	255	3	8.67
3027	1786	5	45.58
105	5080	8	8.33
539	105	46	9.16
415	1051	3	8.35
2451	297	4	16.44
127	877	17	23.21
1172	142	7	8.63
102	2170	19	7.41
2794	200	3	8.09
6489	105	7	10.18
106	11468	4	7.06
488	520	4	9.67
487	147	13	14.55
933	114	30	38.63
134	8656	3	8.75
124	3404	18	87.17
337	1181	3	7.56
177	2863	3	6.66
2181	101	23	10.19
153	105	254	7.78
1164	103	24	8.77
3132	110	9	7.67
3488	1648	5	45.61
1381	165	6	11.18
355	1739	3	10.18
2214	1086	3	18.35
13823	113	3	7.37
124	658	24	29.66
5921	112	6	10.88
105	8216	6	10.72
1431	116	19	24.58
1081	468	4	14.39
3094	2087	4	35.4
101	1031	42	7.42
12	257	184	10.12
3886	718	3	20.43
11304	125	3	9.55
5294	2177	5	56.39
104	1983	18	11.33
697	150	9	10.35
662	793	3	9.58
57	648	13	11
1745	273	7	31.39
244	119	51	8.61
444	1290	3	10.12
349	136	17	7.15
1405	1	5	7.7
2421	155	6	16.03
9999	1190	3	29.78
1018	144	7	8.12
3332	725	3	18.61
179	3263	4	12.37
111	15715	3	10.33
625	111	39	25.85
4869	177	3	9.78
16	1213	12	8.72
4897	193	3	11.18
146	4859	3	7.68
153	5719	3	9.17
995	548	3	9.94
9	5549	4	8.91
9818	8	5	20.04
18996	103	3	7.87
1379	137	7	8.07
361	139	19	13.9
1030	2632	3	19.43
505	1006	3	9.37
1012	1464	4	23.52
407	103	64	13.26
225	5238	3	14.02
11310	108	4	7.95
107	3238	18	43.45
318	1624	3	9.68
1240	468	4	15.82
671	57	14	14.46
3156	388	3	15.29
254	3280	4	17.74
4034	258	4	21.32
119	8200	4	8.86
174	1168	5	7.56
508	12123	4	43.91
3164	1228	3	21.47
1692	543	7	42.75
145	260	24	18.06
808	693	3	9.95
8353	1915	4	45.98
363	149	28	50.65
8480	132	3	8.65
101	12014	5	6.8
106	3824	12	18.76
320	178	17	25.2
3377	180	3	8.15
10227	145	3	14.14
115	17745	3	12.32
1690	158	5	8.53
136	263	23	7.58
356	9061	6	61.46
8	11211	3	8.77
138	5703	6	22.93
112	4633	6	7.34
4553	102	12	12.32
2481	112	11	11.62
4689	169	3	9.04
1308	459	4	16.14
224	255	25	60.07
4751	109	8	11.14
641	260	6	12.44
107	16	643	8.4
106	487	55	20.89
5162	143	3	7.6
439	283	5	7.4
15458	2293	3	42.67
16	9595	3	8.05
1127	125	10	7.39
102	14065	4	7.24
4763	112	6	7.34
116	3520	9	14.82
368	456	6	14.05
6148	189	3	13.37
9110	8012	6	108.46
434	386	7	18.59
369	235	9	13.52
8190	111	5	9.63
7231	173	3	12.57
131	11155	3	10.25
104	16193	3	7.91
6777	183	4	21.28
291	369	8	14.67
4791	12	12	8.6
8997	133	3	11.77
135	6005	3	6.94
2774	7344	3	32.87
108	4784	7	7.9
1490	506	3	11.3
1674	12011	3	33.38
1424	412	3	9.87
5813	104	6	8.07
193	2789	5	18.01
289	598	6	13.88
258	1497	3	7.89
253	650	5	8.76
112	3668	8	10.1
1753	106	20	16.84
341	6932	3	18.73
2167	117	13	18.98
195	165	21	7.58
109	204	133	39.85
151	5249	3	8.47
103	16731	3	7.87
148	853	12	25.48
103	18709	3	7.87
2883	145	5	12.09
122	2796	9	17.86
17071	16153	3	61.26
5557	138	4	11.29
17832	110	3	10.27
2968	110	15	26.63
2105	3958	3	26.55
118	8766	4	8.25
352	1547	3	9.9
105	3660	13	20.74
117	14085	3	8.38
130	125	186	25.45
1332	3925	4	34.24
7450	14749	3	46.18
101	592	71	13.26
104	3391	11	8.12
631	640	4	13.21
57	209	28	6.94
1678	342	3	9.69
156	162	35	12.38
105	1283	24	10.29
12	495	89	9.51
379	1166	4	13.24
2996	101	21	28.57
122	119	301	12.92
204	512	6	6.74
182	167	30	19.38
107	14747	3	9.24
113	15536	3	11.55
1357	234	5	14.71
271	1064	5	14.08
1380	326	3	8.88
1095	2731	3	19.96
6365	316	3	18.36
108	15742	3	9.36
8642	115	4	7.69
152	268	16	7.71
244	16802	3	27.44
17529	118	3	12.79
781	409	3	6.99
779	689	3	10.15
1948	371	3	11.33
8	6989	5	15.2
1268	108	21	10.58
1296	152	9	19.71
2598	8603	3	33.36
128	271	30	7.68
2188	223	3	7.86
3657	117	10	20.87
105	665	46	21.05
692	127	17	14.59
2638	115	8	6.7
102	293	130	19.58
4083	138	6	18.25
118	13527	3	8.54
126	2398	7	8.96
3280	12	17	10.34
628	121	17	8.18
2436	8698	3	32.87
101	1883	26	8.18
693	543	4	12.91
7188	324	3	19.44
356	924	4	12.2
1375	559	3	11.65
106	10065	5	9.54
619	4544	5	41.67
358	2535	4	18.65
121	265	50	28.26
153	671	10	13.22
106	15775	3	8.65
241	14	296	13.04
4230	174	3	8.79
209	2455	4	13.47
390	259	6	7.1
1538	104	21	11.02
182	45	23	15.65
12125	107	4	12.32
242	3629	3	11.91
122	148	119	50.03
15419	103	3	7.87
546	143	10	7.19
2552	103	14	11.59
1368	300	3	7.65
1431	354	3	8.9
311	1755	4	14.56
3785	162	4	12.54
103	3734	10	8.83
3242	111	9	7.79
5900	237	3	15.11
115	16258	3	12.32
276	1880	3	8.6
275	1740	3	8.36
104	4072	9	7.27
104	1722	22	18.62
1616	610	4	19.78
154	102	410	48.33
10031	111	4	6.92
8335	116	4	7.84
348	1011	9	40.81
180	12	395	44.66
146	143	62	30.25
8768	134	3	8.75
3841	543	3	18.33
103	18746	3	7.87
17087	105	3	7.92
272	4824	4	22
111	9904	4	6.92
110	11890	4	9.09
516	1697	3	12.93
3104	229	3	10.47
583	766	5	19.53
3551	111	9	10.63
486	109	51	25.97
108	16040	3	9.36
153	3063	4	9.7
421	774	5	17.66
13043	122	4	20.64
1375	582	6	32.62
356	951	3	6.95
357	580	5	11.64
4121	170	3	9.03
111	10644	4	9.16
999	112	25	22.88
136	10626	4	20.01
213	133	47	35.29
11211	8	3	8.77
276	593	5	9.01
105	355	75	14.63
446	164	17	27.65
4463	456	4	26.45
3409	125	6	10.16
6610	132	3	6.96
57	4021	6	16.49
279	1417	3	7.31
173	13647	3	18.48
277	117	73	50.44
4778	211	3	12.37
105	700	37	9.17
9545	111	4	6.92
393	593	4	8.71
7066	109	5	7.15
5858	105	7	8.12
146	1548	5	6.97
209	1061	6	15.47
4228	16	10	29.89
7293	124	4	10.56
6420	12386	4	68.29
4110	152	3	7.16
1874	295	3	9.13
3502	129	5	8.2
2381	119	10	12.67
919	997	3	12.9
1751	215	4	10.44
769	315	5	13.23
110	460	38	8.54
108	1185	23	13.39
4817	106	8	8.44
137	1167	9	12.57
225	3444	3	11.42
3496	160	3	7
101	10127	6	8.16
466	775	7	28.36
562	457	7	24.24
523	1063	3	9.78
588	363	4	7.89
1185	375	3	8.47
11610	102	5	9.05
102	14848	4	7.24
2748	105	12	6.67
711	101	59	11.39
116	695	30	25.05
142	454	12	8.09
11257	2180	3	35.03
115	2706	8	6.7
296	210	11	12.65
1760	447	3	11.76
102	10652	5	9.05
2126	10656	3	34.82
2264	130	7	9.72
108	3886	8	7.54
9264	127	4	14.45
111	989	28	23.68
190	1033	5	8.15
136	1075	9	10.23
190	4204	3	9.98
371	124	44	51.72
2445	139	5	7.73
133	3731	4	7.12
1845	117	31	106.77
254	997	5	12.47
252	223	10	8.58
112	3693	8	10.1
109	174	155	12.46
9238	19656	3	52.94
110	1344	18	10.07
139	767	10	8.82
164	2044	6	15.22
389	8603	3	21.61
161	110	161	7.96
4400	176	5	21.14
3221	108	10	8.19
1177	749	3	12.59
468	1265	3	10.4
505	1422	3	10.99
674	6201	6	56.54
1557	182	4	7.15
1223	11137	3	31.48
114	1349	17	15.49
431	320	5	8.13
105	11650	5	13.2
1040	1027	4	20.68
1511	12	37	18.28
118	4514	7	12.21
1451	225	5	15.02
880	115	18	8.41
1547	112	14	10.27
646	362	5	12.69
7561	12	7	8.18
378	388	5	8.75
377	272	8	13.72
8362	119	5	14.25
3381	260	3	11.68
3249	103	12	9.59
1691	1117	3	16.63
176	2960	4	11.09
2792	1614	3	23.09
1863	101	29	15.86
3363	257	4	18.09
208	197	17	14.93
621	1002	3	10.71
121	805	19	19.63
107	16119	3	9.24
179	122	66	9.05
147	1358	6	8.98
108	9909	5	10.66
124	7924	3	6.83
602	611	3	7.89
277	2362	5	21.96
102	546	72	21.18
83	1453	5	12.13
1202	200	4	6.97
103	17	259	33.66
104	810	38	16.35
105	2783	14	13.09
476	2205	3	13.31
3410	244	3	11.2
9363	111	5	12.2
513	208	6	7.22
102	4762	11	14.08
1910	193	8	30.73
101	7300	8	10.88
380	375	8	19.88
866	12	54	10.39
353	281	6	7.45
1881	482	3	12.51
15567	106	3	8.65
1	4419	3	8
539	133	15	12.04
692	664	6	25.85
3147	130	5	7.25
9156	246	4	29.16
725	169	11	20.3
309	1898	3	9.51
2561	123	6	6.92
113	11198	4	10.71
113	8952	4	8.4
357	278	7	10.58
2466	356	5	25.98
390	1114	3	8.22
845	45	5	6.66
965	4479	6	56.27
2824	152	4	8.82
2244	120	7	7.37
2729	273	3	10.84
1569	320	3	9.28
361	12	126	20.62
873	413	4	11.97
1379	101	36	14.94
424	554	6	17.61
387	195	9	9.39
11960	104	5	13.18
105	19216	3	7.92
4802	607	3	20.04
123	2686	6	7.34
122	3081	8	15.42
122	708	14	7.18
338	2550	3	12.32
10691	132	4	18.82
1367	104	26	18.04
2038	9	8	8.83
508	421	5	13.62
5434	11345	3	41.64
128	1146	11	9.71
57	621	13	10.44
1596	6148	3	28.67
101	307	136	7.47
277	1273	4	11.01
19584	117	3	12.62
7306	13	3	11.5
57	438	24	27.93
155	1044	6	7.4
12	212	271	37.65
245	554	5	7.05
276	1429	3	7.08
281	566	5	8.99
308	12	156	18.27
5966	139	3	7.41
104	6143	6	8.07
335	475	6	13
274	182	17	20.2
122	347	26	7.68
147	1091	6	6.98
2431	108	12	7.42
16114	105	3	7.92
139	314	19	8.24
11665	132	3	11.26
109	624	30	7.77
604	166	8	8.2
10191	1277	5	64.49
484	8846	6	65.96
406	145	15	14.49
378	101	158	131.27
15076	106	3	8.65
3497	183	3	8.48
2386	190	3	6.77
161	4642	3	8.78
134	6181	4	11.02
111	5360	7	11.26
234	1259	5	13.52
260	1344	4	10.57
805	380	3	6.64
118	223	190	374.94
614	1457	3	12.7
616	163	8	8.51
119	339	41	15.64
1190	659	3	11.77
1661	132	7	8.19
