149	263	11	52.17
4569	102	3	8.64
360	2247	24	366.76
57	400	3	6.64
17	216	5	14.22
595	16	3	5.98
4565	12	9	37.72
1433	14	13	29.77
103	3233	5	19.59
155	2421	3	21.03
659	129	3	8.38
154	443	4	16.68
103	1508	3	4.46
101	273	90	262.23
423	103	8	8.27
125	270	5	8.39
124	394	4	8.27
146	428	7	34.57
1255	111	3	5.8
4288	12	3	4.4
108	9626	3	18.51
1166	119	4	13.19
1769	106	9	37.4
753	108	9	24.62
121	2183	4	20.29
123	3304	3	17.14
101	5655	4	12.49
102	2928	4	9.62
104	2186	6	20.72
158	57	6	5.02
105	207	28	41.04
104	579	6	6.67
2794	102	3	5.37
103	2590	5	17.22
212	252	4	16.9
159	2129	4	29.72
127	2799	4	24.5
217	3596	4	40.35
154	1330	5	34.18
103	123	64	17.11
105	4320	3	10.85
8737	102	3	12.82
2044	310	3	27.81
166	167	6	13.17
111	492	9	19.85
108	1419	11	48.33
107	7743	4	24.51
120	1283	20	146.24
5784	12	7	29.59
117	4776	4	24.23
746	14	8	3.91
230	1989	5	47.34
2779	104	4	12.67
2775	101	4	6.56
9	12602	4	43.67
1147	16	4	14.92
404	106	8	9.4
16129	12	3	17.78
225	14	55	64.34
138	2277	3	17.59
12	10686	3	11.26
120	402	12	43.68
291	181	13	80.95
174	219	10	46.15
3525	102	3	6.72
5266	12	5	14.07
4240	101	5	14.63
150	2665	3	21.4
5924	101	5	19.49
12	7569	3	7.73
3123	102	4	10.36
104	4207	7	37.84
101	1112	10	16.25
103	386	31	100.2
1645	106	4	9.49
1234	119	7	31.66
1270	121	6	28.89
4117	107	3	11.9
1326	136	3	14.37
1637	14	6	6.87
715	693	3	26.92
4474	12	4	8.02
101	479	11	5.56
104	1661	9	33.79
128	1428	3	12.36
730	198	3	17.38
309	211	5	26.13
101	2190	8	19.63
18054	7	3	37.44
103	3676	6	28.2
105	3412	6	26.82
1603	14	6	6.87
936	123	3	9.41
3208	110	4	17.16
122	186	10	16
106	4800	10	72.37
735	121	3	7.34
290	218	3	12.46
101	8747	3	10.53
118	2170	4	17.3
7	2978	6	49.82
119	192	15	25.63
101	12613	3	15.36
12147	1346	3	52.63
101	8930	3	11.69
223	635	8	63.76
854	136	3	11.94
107	6535	4	23.26
5941	12	3	6.3
138	4002	4	31.08
284	130	7	18.05
107	3189	3	10.12
1042	105	8	20.8
326	167	3	9.72
144	648	7	40.21
114	686	13	55.09
8446	101	4	17.05
199	361	4	19.49
112	658	4	6.93
138	161	26	96.04
10556	2736	3	55.03
114	3473	5	28.61
263	455	3	17.26
1859	104	5	13.89
201	1314	8	72.64
139	503	4	14.4
107	159	19	7.72
111	215	14	16.06
112	611	10	32.47
2415	108	3	8.48
106	5355	4	20.3
114	352	10	23.37
677	122	3	7.45
2719	16	3	14.56
365	102	16	17.9
5243	14	4	10.55
1317	110	4	10.05
143	225	3	4.92
647	161	4	20.71
162	1132	3	17.07
701	2	5	15.26
113	312	11	22.43
4211	103	3	10.33
5096	5741	3	53.18
6270	110	3	15.57
303	104	27	64.1
123	1180	6	29.88
101	7495	3	9.58
103	716	31	144.82
104	997	9	24.73
101	1144	13	28.3
101	3631	8	29.93
311	110	6	4.35
130	3149	6	44.71
3370	108	3	10.56
211	146	6	16.96
1353	109	3	5.94
121	2730	3	14.82
7267	12	3	7.73
1410	12	10	14.92
301	248	22	189.88
124	2791	3	16.03
122	163	9	8.21
182	115	17	24.22
1161	132	3	12.75
57	126	45	110.24
16197	2300	3	60.5
103	2110	7	25.89
861	110	3	4.02
2350	3594	4	61.76
2829	14	8	21.84
111	12310	3	23.18
451	3050	3	33.19
812	101	31	102.27
3172	137	3	19.92
125	505	3	6.25
107	1357	5	13.32
144	891	4	20.94
117	549	61	452.01
2948	120	5	29.87
498	112	5	7.94
1542	101	16	51.67
526	12	15	9.14
170	187	6	17.54
116	890	7	24.99
173	3416	4	35.44
110	5101	3	14.33
251	1558	3	24.23
2233	108	3	8.07
139	233	9	30.17
644	926	7	78.08
114	3915	4	21.93
265	132	3	3.95
2335	120	8	51.96
2718	103	3	7.54
118	2709	7	42.17
225	138	6	14.02
110	1535	5	16.15
376	117	9	21.44
146	457	5	21.98
124	363	5	11.45
7935	12	3	8.64
272	166	5	18.29
1084	13	3	14.46
3027	14	6	13.87
101	4283	3	6.07
104	6158	3	13
5020	14	3	6.14
1535	109	3	6.65
6519	145	3	27.32
176	844	22	214.28
1229	12	10	12.81
101	5836	3	8.1
101	8076	4	17.05
244	1550	4	34.33
2226	14	7	13.84
130	3736	5	37.02
103	925	11	32.83
7398	12	3	7.73
128	764	3	8.91
477	101	10	3.92
121	557	11	48.17
1507	102	5	7.97
106	1072	4	6.64
1621	14	5	4.35
107	678	5	7.43
1045	108	4	7.36
3675	101	6	18.33
2652	12	6	10.48
120	6314	3	20.57
101	13179	3	15.36
112	1500	3	7.92
107	381	21	61.67
109	645	16	60.93
135	1860	5	32.4
1658	468	3	29.48
1246	114	4	12.22
110	4000	3	12.46
1588	14	7	9.48
5451	110	3	14.91
108	1434	9	35.66
286	345	13	108.62
5471	107	3	13.93
14018	106	3	21.43
108	1666	6	20.8
2132	12	5	5
1118	105	7	17.32
138	2083	3	16.98
210	150	4	8.96
132	1433	4	20.73
234	11304	3	38.59
1561	103	3	4.7
12	7250	3	7.73
103	5175	4	18.26
104	4523	6	31.12
124	3404	18	194.44
150	742	3	13.63
2181	101	13	45.97
389	127	4	8.83
653	14	14	15.18
149	280	10	47.72
101	4210	4	9.81
12	257	42	33.32
101	1031	17	42.68
104	1983	4	9.86
5294	2177	5	85.32
1405	1	4	26.34
10480	105	3	18.39
4124	12	3	4.04
407	103	17	37.83
4272	12	3	4.4
112	2372	3	10.59
1240	468	3	27.7
635	116	4	7.73
112	394	7	12.06
107	1505	10	42.91
174	1168	5	35.34
114	422	5	7.66
1692	543	6	70.35
171	216	3	6.68
3327	101	6	16.85
4581	12	3	4.8
106	3824	4	16.86
136	263	10	37
138	5703	5	46.15
435	108	5	4.13
108	2956	5	21.41
1555	114	3	8.74
5070	12	3	5.24
1127	125	3	10.73
970	108	5	10.6
5090	102	3	9.14
1610	121	3	11.73
291	369	7	50.94
4791	12	3	4.8
112	3668	3	13.42
109	204	42	117.66
5117	101	4	11.71
1955	113	3	9.36
586	114	6	14.61
2791	101	5	10.25
149	2954	3	21.95
3814	12	6	15.45
118	8766	3	20.89
105	3660	4	15.26
101	2175	5	7.83
105	2073	4	10.16
104	1678	7	22.61
758	111	4	6.24
103	3755	4	15.15
104	3391	6	26.7
123	492	4	9.95
182	167	6	15.87
244	16802	3	45.52
2494	101	4	5.71
129	387	6	17.99
130	5560	3	21.68
128	1046	4	16.39
628	121	3	6.55
121	265	20	75.84
9277	101	3	11.69
125	769	3	8.55
12	7205	3	7.73
1206	107	7	21.85
115	16258	3	29.97
104	1722	12	53.4
3214	14	4	6.51
5557	14	4	11.31
8335	116	3	20.51
349	393	3	18.6
101	7108	3	9.58
180	12	72	43.06
1199	101	16	42.76
684	102	10	14.63
241	138	3	4.07
1375	582	6	68.36
999	112	7	24.49
105	355	29	84.3
1683	101	8	15.52
2702	103	4	12.29
4083	14	4	8.69
105	6273	3	13.05
104	2678	9	43.7
102	336	10	3.97
105	700	6	8.52
2402	16	4	20.83
209	1061	3	20.41
106	5404	3	13.22
4209	119	4	24
769	315	5	41.92
2744	14	5	8.9
108	1185	11	44.53
711	101	9	6.95
232	157	4	10.83
3742	108	3	11.24
4857	14	3	5.68
3043	14	7	18.46
7919	12	3	8.64
112	363	10	21.69
136	1075	4	19.84
371	124	25	136.78
1845	117	29	259.34
737	131	3	9.26
112	3693	7	44.89
110	1344	16	87
9238	19656	3	71.25
135	1259	3	13.98
114	1349	4	12.83
263	344	3	15.37
105	14255	3	20.59
102	13883	3	17.73
1547	112	3	8.05
196	104	33	49.95
7561	12	3	7.73
176	2960	4	34.5
1863	101	10	25.96
121	805	11	56.83
125	1468	4	18.62
179	122	27	83.99
277	2362	4	39.54
3881	14	4	8.18
103	5158	3	11.75
380	375	5	36.61
866	12	16	24.1
692	664	5	49.4
104	513	9	13.8
357	278	5	32.13
965	4479	6	91.49
815	112	3	4.8
1129	131	3	11.68
1379	101	23	88.38
424	554	6	53.02
154	393	5	21.73
128	1146	6	30.71
19584	117	3	30.12
12	2689	4	4.2
12	212	35	9.41
216	143	6	16.24
308	12	25	11.77
104	6143	3	13
1356	104	5	10.92
122	347	6	14.51
124	611	3	7.24
389	112	15	46.23
139	314	7	25.42
1338	109	3	5.84
378	101	126	625.33
406	145	4	14.75
15076	106	3	25.9
1349	112	3	7.31
119	339	11	30.39
118	223	179	1313.98
117	6138	4	26.78
1724	122	3	12.59
137	217	5	9.66
111	1180	4	9.36
112	1828	3	8.91
106	2697	4	13.44
108	2417	5	19.24
107	1245	10	38.85
796	101	32	107.02
1814	12	5	3.91
1826	102	6	13.43
116	140	44	74.88
120	1337	3	9.85
114	166	11	5.03
169	723	4	22.22
912	101	15	30.34
135	131	12	9.35
189	210	3	8.05
111	538	13	39.89
113	2907	10	67.11
15622	149	3	39.42
2715	120	4	21.2
196	269	3	10.55
119	225	14	30.02
266	172	4	13.54
5211	14	3	6.14
327	469	5	37.41
2366	108	3	8.27
315	2197	3	28.35
111	7469	3	17.17
2383	108	3	8.48
111	3157	3	11.09
138	215	25	122.85
160	399	4	16.58
1387	107	21	122.43
118	4654	3	16.48
115	1557	8	39.48
295	2057	3	27.37
118	3071	6	35.86
292	12	21	4.89
103	13579	3	20.5
6208	14	3	7.24
114	780	4	8.88
202	2594	3	25.35
3865	14	3	4.54
113	5115	4	23.74
858	109	5	10.71
138	1730	5	31.83
110	536	40	218.45
112	6356	5	36.1
2232	6520	5	88.48
117	934	7	25.81
231	455	5	32.26
913	12	10	8.21
187	3664	4	38.28
103	544	30	119.26
130	1365	11	75.19
8	2130	3	13.13
844	101	17	36.21
331	279	5	31.44
1862	12	5	4.11
2910	14	5	9.32
7786	12	4	14.46
12	1235	15	30.35
128	936	7	35.05
101	4921	4	11.71
101	2283	6	12.13
105	3801	9	51.91
146	220	18	90.67
146	1089	3	15.4
392	1394	3	27.14
4632	14	8	33.35
2353	105	6	21.7
187	398	3	12.84
662	124	12	63.35
7074	12	3	7.73
118	5541	3	17.61
712	12	10	4.96
5270	127	3	20.78
1691	107	3	6.33
112	2467	3	10.81
117	2332	6	31.44
5878	14	5	17.97
5667	119	4	26.93
115	3460	3	13.95
120	2143	3	12.53
117	2105	10	61.71
137	148	6	5.41
112	1712	10	53.46
738	132	4	15.67
538	153	16	118.19
502	109	8	15.64
138	802	6	31.39
110	1618	3	7.08
222	1141	6	51.41
1546	110	6	21.56
12	9075	3	9.78
8724	137	3	27.21
12	6836	5	17.69
116	9806	3	21.74
1527	12	7	7.35
104	1256	10	34.12
103	1626	8	27.55
212	1797	3	23.74
521	104	6	5.63
124	767	6	24.73
149	174	18	73.55
181	101	36	8.53
