27543	1
15575	2
14789	3
8032	4
23511	5
26709	6
22552	7
11978	8
13324	9
13236	10
39	11
6396	12
23390	13
9198	14
13623	15
14679	16
14133	17
8368	18
1127	19
8563	20
4713	21
401	22
22682	23
22373	24
19746	25
724	26
17459	27
20025	28
6499	29
11934	30
6805	31
4729	32
27691	33
22579	34
2584	35
14004	36
14296	37
23018	38
19371	39
15865	40
23939	41
1255	42
4998	43
20589	44
2922	45
17926	46
9073	47
20340	48
146	49
7843	50
24623	51
25936	52
14868	53
20010	54
94	55
6261	56
470	57
23181	58
13756	59
1433	60
25538	61
11144	62
12784	63
12896	64
1109	65
11570	66
20148	67
4450	68
9782	69
17602	70
10577	71
24898	72
25230	73
670	74
15708	75
26723	76
8396	77
24862	78
6774	79
20650	80
2147	81
16575	82
642	83
402	84
15709	85
27226	86
21959	87
6669	88
2702	89
25888	90
15458	91
21684	92
24965	93
7105	94
1955	95
20369	96
18285	97
22455	98
25806	99
863	100
1501	101
12453	102
21309	103
10171	104
10103	105
153	106
12235	107
2806	108
777	109
20305	110
2141	111
4260	112
10324	113
10589	114
26779	115
13549	116
17968	117
11448	118
4250	119
5731	120
7566	121
21873	122
20092	123
27435	124
17519	125
21904	126
4768	127
10835	128
37	129
7062	130
2398	131
3688	132
22225	133
22233	134
5835	135
14028	136
18192	137
3481	138
12229	139
774	140
674	141
12988	142
10258	143
12815	144
882	145
541	146
2192	147
24940	148
19571	149
16089	150
22159	151
14432	152
1487	153
21718	154
15220	155
22776	156
25972	157
12979	158
199	159
5501	160
23004	161
5062	162
14656	163
3037	164
12834	165
23541	166
23538	167
15694	168
24795	169
27405	170
11430	171
926	172
11472	173
11426	174
2631	175
25159	176
23707	177
11634	178
21667	179
176	180
6184	181
506	182
23392	183
20924	184
9539	185
20228	186
16882	187
16698	188
22179	189
5537	190
15343	191
11464	192
12842	193
17792	194
12577	195
10309	196
16407	197
254	198
22285	199
2706	200
14680	201
11863	202
834	203
8075	204
15774	205
14709	206
2534	207
20894	208
5639	209
26470	210
15068	211
25289	212
5353	213
4881	214
1337	215
24670	216
11605	217
20139	218
7430	219
25390	220
3758	221
4751	222
19828	223
20874	224
15252	225
12124	226
10124	227
25039	228
22437	229
10899	230
26508	231
27167	232
20817	233
9314	234
223	235
5856	236
14277	237
24054	238
26759	239
22649	240
1385	241
15419	242
15424	243
22197	244
4011	245
5748	246
23762	247
25608	248
24814	249
8623	250
2551	251
12300	252
12570	253
7197	254
14191	255
1176	256
10643	257
4418	258
4213	259
3739	260
13843	261
8882	262
21236	263
20519	264
8865	265
24186	266
13491	267
649	268
21785	269
6078	270
20214	271
317	272
440	273
10926	274
8260	275
15009	276
5582	277
23020	278
24715	279
4464	280
1259	281
12260	282
8709	283
12544	284
23437	285
8878	286
6109	287
20123	288
16629	289
81	290
7933	291
26376	292
16828	293
25139	294
9004	295
27	296
375	297
17555	298
2360	299
11868	300
3001	301
16098	302
784	303
7891	304
23953	305
7187	306
5557	307
7152	308
17817	309
3241	310
21852	311
17309	312
3025	313
15603	314
5305	315
12975	316
23108	317
11191	318
22943	319
8558	320
13415	321
13626	322
14262	323
17061	324
18027	325
23540	326
23283	327
10646	328
20570	329
12547	330
4732	331
9748	332
4311	333
5036	334
13314	335
22747	336
10709	337
5256	338
16599	339
19968	340
22	341
18464	342
13883	343
6592	344
14753	345
10220	346
5479	347
6017	348
9038	349
11790	350
26739	351
16636	352
10712	353
24348	354
9436	355
7266	356
27498	357
10644	358
13285	359
19733	360
12606	361
1875	362
25761	363
441	364
25478	365
4249	366
683	367
13221	368
10624	369
330	370
26658	371
8074	372
21897	373
9373	374
3680	375
12712	376
15432	377
26611	378
18698	379
3547	380
2774	381
2521	382
6997	383
20670	384
13164	385
9905	386
7491	387
23017	388
17912	389
22494	390
17408	391
14150	392
7159	393
16	394
26117	395
15653	396
22856	397
14703	398
24314	399
17998	400
13836	401
9257	402
3586	403
5528	404
22262	405
21888	406
18618	407
27552	408
25491	409
1317	410
19304	411
25469	412
18851	413
14551	414
37	415
23442	416
18032	417
8131	418
18093	419
24953	420
411	421
4597	422
13637	423
22344	424
3138	425
18207	426
27119	427
8530	428
25405	429
3762	430
26979	431
15979	432
27616	433
12405	434
12406	435
610	436
27928	437
27912	438
27404	439
15055	440
23811	441
17969	442
1186	443
27743	444
24749	445
2986	446
5213	447
15693	448
15691	449
15692	450
4635	451
2208	452
17269	453
15153	454
23856	455
13794	456
19544	457
3289	458
18810	459
9430	460
6566	461
10689	462
8423	463
17537	464
2949	465
23349	466
25575	467
12464	468
12855	469
25661	470
21920	471
16	472
24605	473
5	474
22211	475
13123	476
25	477
26112	478
3179	479
22160	480
11062	481
20074	482
12470	483
21836	484
6757	485
22698	486
4338	487
14827	488
5206	489
21454	490
27278	491
22168	492
14508	493
2403	494
11601	495
23839	496
25453	497
3199	498
8042	499
7807	500
5294	501
15325	502
14724	503
12485	504
20789	505
23136	506
7371	507
14612	508
2453	509
23418	510
22511	511
9843	512
765	513
10037	514
461	515
17451	516
538	517
22466	518
165	519
2633	520
12307	521
3013	522
22463	523
4516	524
13316	525
3838	526
5383	527
21770	528
8547	529
11982	530
4979	531
21634	532
3330	533
1462	534
25576	535
22273	536
1498	537
13356	538
4026	539
11988	540
7669	541
5500	542
8519	543
27676	544
13308	545
2090	546
572	547
3164	548
10600	549
8744	550
3770	551
18340	552
24720	553
15871	554
5284	555
2320	556
14306	557
4275	558
9302	559
7085	560
13250	561
867	562
1617	563
493	564
8909	565
150	566
43	567
9090	568
3531	569
19318	570
7523	571
2718	572
287	573
27051	574
20873	575
19340	576
21199	577
6333	578
21903	579
17432	580
16646	581
1537	582
603	583
13673	584
27013	585
21506	586
397	587
9348	588
12942	589
2907	590
454	591
12849	592
1161	593
12040	594
2263	595
24533	596
11839	597
12836	598
1137	599
10995	600
14372	601
5469	602
9224	603
4488	604
15507	605
2752	606
20863	607
26131	608
1940	609
1670	610
24401	611
14523	612
8219	613
10126	614
194	615
27645	616
21494	617
12352	618
20705	619
19495	620
22715	621
26628	622
18325	623
22	624
99	625
22	626
4853	627
14447	628
15587	629
21224	630
27459	631
8940	632
25925	633
17422	634
13789	635
23076	636
27558	637
13282	638
25402	639
1444	640
21205	641
19900	642
16760	643
21260	644
9225	645
25323	646
26277	647
4082	648
15748	649
15863	650
12744	651
20616	652
19670	653
24572	654
2381	655
19772	656
15636	657
11261	658
26434	659
2868	660
9016	661
17118	662
752	663
16483	664
336	665
24966	666
27638	667
27173	668
13180	669
18882	670
12742	671
13936	672
1689	673
12317	674
17694	675
11323	676
1324	677
17001	678
17664	679
25893	680
988	681
27362	682
5536	683
7165	684
27232	685
3627	686
25886	687
23945	688
3718	689
27632	690
9403	691
9545	692
2467	693
12215	694
14276	695
23525	696
19990	697
5642	698
12585	699
21776	700
3632	701
6038	702
16458	703
198	704
11044	705
134	706
1036	707
11499	708
4755	709
21089	710
25306	711
3808	712
18611	713
23313	714
21172	715
19654	716
12825	717
19262	718
2893	719
27740	720
19949	721
19533	722
18249	723
7469	724
22109	725
9643	726
24660	727
19487	728
23022	729
24513	730
22027	731
19901	732
774	733
978	734
18251	735
824	736
9795	737
4865	738
3032	739
9665	740
6581	741
20890	742
27635	743
3647	744
4935	745
14624	746
22851	747
11732	748
8648	749
8996	750
25866	751
17284	752
2795	753
13053	754
633	755
24392	756
2490	757
957	758
957	759
812	760
1784	761
23887	762
24804	763
4225	764
244	765
8546	766
2897	767
26480	768
943	769
5330	770
26711	771
2474	772
15482	773
14477	774
21938	775
23614	776
6636	777
5372	778
13960	779
19111	780
20173	781
23157	782
105	783
13776	784
22621	785
11202	786
787	787
244	788
15600	789
6239	790
19386	791
21882	792
25324	793
1142	794
938	795
7467	796
16123	797
6711	798
7816	799
260	800
2971	801
22165	802
17235	803
23504	804
18528	805
14945	806
2069	807
3023	808
13991	809
6797	810
11753	811
2477	812
5104	813
5588	814
2636	815
10525	816
16086	817
24203	818
6389	819
8452	820
31	821
6654	822
6245	823
2364	824
14594	825
336	826
1006	827
7238	828
7405	829
1385	830
15206	831
6680	832
11196	833
21578	834
18305	835
4285	836
24194	837
7414	838
12821	839
6269	840
27336	841
27663	842
15010	843
15026	844
7595	845
22038	846
23635	847
7386	848
22500	849
13654	850
20198	851
22683	852
17157	853
16445	854
18624	855
3326	856
6194	857
17222	858
8811	859
8086	860
21573	861
3630	862
4895	863
17024	864
21370	865
24712	866
8593	867
16812	868
3	869
17806	870
10839	871
20008	872
19016	873
7660	874
7541	875
2687	876
5618	877
3293	878
17725	879
660	880
439	881
24	882
17069	883
24195	884
4994	885
9526	886
19892	887
16076	888
823	889
5180	890
677	891
6894	892
18016	893
10822	894
18470	895
13244	896
13292	897
10944	898
24408	899
12713	900
17984	901
20976	902
17096	903
740	904
20832	905
21724	906
5173	907
12052	908
15366	909
23597	910
18286	911
22841	912
19534	913
5153	914
3682	915
23435	916
86	917
1811	918
27195	919
27174	920
27193	921
27204	922
26806	923
8613	924
22587	925
663	926
15813	927
11116	928
2168	929
10801	930
15598	931
26592	932
23013	933
25802	934
24634	935
14982	936
17720	937
26548	938
13430	939
11122	940
22657	941
7424	942
22066	943
2363	944
10190	945
23871	946
10276	947
11954	948
154	949
26956	950
283	951
19221	952
16730	953
20934	954
23971	955
15790	956
8281	957
22822	958
2502	959
11270	960
12847	961
18848	962
1481	963
11	964
27472	965
14416	966
6471	967
6298	968
16197	969
25439	970
23580	971
15034	972
21302	973
21303	974
1139	975
19742	976
11091	977
2458	978
24882	979
14619	980
18163	981
22689	982
14407	983
9765	984
20627	985
12587	986
18161	987
12575	988
23010	989
18387	990
15547	991
14695	992
7488	993
1979	994
499	995
14957	996
17751	997
23764	998
14405	999
164	1000
17150	1001
16198	1002
26606	1003
4335	1004
16217	1005
1913	1006
24430	1007
22701	1008
3971	1009
5565	1010
12333	1011
4212	1012
13117	1013
1159	1014
20120	1015
13042	1016
114	1017
17434	1018
22654	1019
10815	1020
7050	1021
17274	1022
2761	1023
25780	1024
16831	1025
18608	1026
21870	1027
19278	1028
18845	1029
23371	1030
10820	1031
1304	1032
24705	1033
1063	1034
23819	1035
6359	1036
26878	1037
700	1038
682	1039
20393	1040
